,player_slot,hero_id,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,level,hero_damage,tower_damage,hero_healing,gold,gold_spent,scaled_hero_damage,scaled_tower_damage,scaled_hero_healing,won,match_id,match_id_int
0,1.0,96.0,5.0,8.0,14.0,152.0,6.0,418.0,582.0,22.0,27217.0,6650.0,0.0,3172.0,12860.0,15341.0,2511.0,0.0,1,5433892867.0,5433892867
1,128.0,53.0,5.0,10.0,21.0,185.0,7.0,381.0,621.0,24.0,23205.0,1362.0,2178.0,649.0,13090.0,13034.0,560.0,751.0,0,5439432709.0,5439432709
2,3.0,40.0,3.0,10.0,9.0,136.0,6.0,281.0,418.0,19.0,26120.0,73.0,0.0,2457.0,8220.0,16289.0,24.0,0.0,0,5451204616.0,5451204616
3,3.0,37.0,1.0,5.0,11.0,33.0,5.0,197.0,285.0,13.0,11299.0,0.0,6255.0,1053.0,4640.0,6028.0,0.0,4386.0,0,5385199625.0,5385199625
4,2.0,105.0,6.0,4.0,8.0,176.0,1.0,432.0,584.0,24.0,,,,,,,,,1,5164103689.0,5164103689
5,128.0,41.0,8.0,8.0,13.0,259.0,29.0,437.0,623.0,24.0,17054.0,581.0,0.0,932.0,17005.0,11078.0,336.0,0.0,0,5423265803.0,5423265803
6,3.0,26.0,7.0,5.0,20.0,54.0,5.0,328.0,596.0,25.0,,,,,,,,,1,5016424459.0,5016424459
7,0.0,45.0,4.0,16.0,13.0,110.0,2.0,368.0,512.0,24.0,,,,,,,,,0,4905732107.0,4905732107
8,1.0,36.0,7.0,8.0,19.0,94.0,7.0,362.0,587.0,24.0,,,,,,,,,0,5282496526.0,5282496526
9,0.0,53.0,3.0,8.0,16.0,222.0,16.0,451.0,592.0,24.0,16105.0,4130.0,2672.0,1936.0,18660.0,8906.0,1995.0,995.0,1,5425158159.0,5425158159
10,4.0,64.0,5.0,12.0,28.0,107.0,3.0,354.0,557.0,26.0,25211.0,1591.0,5296.0,3917.0,13470.0,14634.0,635.0,1618.0,1,5454489621.0,5454489621
11,128.0,62.0,2.0,10.0,10.0,9.0,3.0,211.0,258.0,13.0,8786.0,0.0,0.0,865.0,6000.0,6414.0,0.0,0.0,0,5424922647.0,5424922647
12,3.0,69.0,6.0,10.0,13.0,66.0,4.0,384.0,588.0,25.0,,,,,,,,,1,5133856794.0,5133856794
14,4.0,26.0,2.0,5.0,17.0,46.0,4.0,305.0,407.0,17.0,,,,,,,,,1,5092796447.0,5092796447
15,129.0,22.0,11.0,6.0,20.0,167.0,7.0,474.0,508.0,21.0,,,,,,,,,1,4898146346.0,4898146346
16,3.0,30.0,3.0,12.0,3.0,34.0,1.0,224.0,270.0,15.0,,,,,,,,,0,5066930219.0,5066930219
17,129.0,108.0,2.0,7.0,24.0,127.0,8.0,388.0,621.0,25.0,,,,,,,,,1,4965693492.0,4965693492
18,131.0,108.0,2.0,5.0,21.0,61.0,7.0,302.0,514.0,20.0,,,,,,,,,1,5023287351.0,5023287351
19,128.0,30.0,3.0,7.0,16.0,35.0,4.0,777.0,1415.0,25.0,,,,,,,,,1,4906002492.0,4906002492
20,131.0,26.0,3.0,13.0,21.0,144.0,11.0,304.0,444.0,24.0,16516.0,100.0,0.0,3343.0,13680.0,8512.0,37.0,0.0,0,5440491582.0,5440491582
21,129.0,83.0,0.0,6.0,6.0,47.0,2.0,179.0,370.0,15.0,18635.0,0.0,2215.0,200.0,4595.0,9259.0,0.0,1366.0,0,5395576898.0,5395576898
22,129.0,47.0,10.0,10.0,14.0,289.0,15.0,477.0,578.0,25.0,,,,,,,,,1,5272102985.0,5272102985
23,131.0,108.0,8.0,4.0,14.0,36.0,4.0,395.0,409.0,13.0,,,,,,,,,1,5023209554.0,5023209554
24,130.0,120.0,0.0,11.0,9.0,197.0,18.0,307.0,420.0,19.0,13050.0,0.0,0.0,488.0,10755.0,6760.0,0.0,0.0,0,5452841057.0,5452841057
25,132.0,2.0,3.0,5.0,12.0,156.0,15.0,416.0,447.0,19.0,20939.0,1466.0,0.0,3392.0,12290.0,11473.0,645.0,0.0,1,5406382179.0,5406382179
26,2.0,22.0,1.0,5.0,2.0,74.0,15.0,219.0,325.0,14.0,26932.0,0.0,0.0,1239.0,5685.0,13038.0,0.0,0.0,0,5446799466.0,5446799466
27,130.0,77.0,3.0,4.0,19.0,196.0,11.0,534.0,602.0,20.0,14915.0,9245.0,0.0,1498.0,15285.0,8604.0,4221.0,0.0,1,5406771309.0,5406771309
28,129.0,17.0,4.0,7.0,1.0,99.0,13.0,272.0,390.0,16.0,10794.0,0.0,0.0,632.0,8130.0,6935.0,0.0,0.0,0,5431816309.0,5431816309
29,4.0,36.0,10.0,12.0,24.0,117.0,4.0,370.0,524.0,26.0,,,,,,,,,1,5217456252.0,5217456252
30,3.0,37.0,3.0,13.0,23.0,144.0,4.0,340.0,446.0,27.0,,,,,,,,,0,5223880830.0,5223880830
31,132.0,30.0,8.0,11.0,13.0,22.0,6.0,282.0,409.0,17.0,,,,,,,,,0,5273817215.0,5273817215
32,3.0,5.0,2.0,13.0,15.0,43.0,1.0,317.0,361.0,16.0,12471.0,374.0,0.0,1762.0,8945.0,7373.0,220.0,0.0,1,5330036869.0,5330036869
33,132.0,41.0,8.0,7.0,12.0,289.0,17.0,489.0,687.0,26.0,25144.0,2623.0,400.0,3160.0,17855.0,11266.0,1294.0,176.0,0,5330679942.0,5330679942
34,129.0,84.0,4.0,3.0,22.0,48.0,10.0,330.0,558.0,20.0,11881.0,1980.0,0.0,3610.0,7945.0,7157.0,859.0,0.0,1,5439389839.0,5439389839
35,131.0,53.0,13.0,10.0,21.0,317.0,5.0,599.0,626.0,25.0,,,,,,,,,1,4949997714.0,4949997714
37,1.0,57.0,2.0,10.0,17.0,111.0,5.0,331.0,463.0,25.0,,,,,,,,,0,4991518874.0,4991518874
38,4.0,39.0,5.0,12.0,23.0,124.0,6.0,339.0,581.0,25.0,28967.0,809.0,0.0,1251.0,15570.0,15232.0,388.0,0.0,1,5445157019.0,5445157019
39,131.0,96.0,4.0,4.0,18.0,262.0,11.0,537.0,600.0,20.0,12491.0,5565.0,0.0,5323.0,11135.0,8424.0,2501.0,0.0,1,5460955292.0,5460955292
40,131.0,57.0,1.0,10.0,18.0,57.0,11.0,331.0,594.0,25.0,,,,,,,,,0,5143029916.0,5143029916
41,1.0,57.0,3.0,11.0,31.0,44.0,2.0,281.0,606.0,26.0,25173.0,1290.0,17461.0,3723.0,10355.0,10448.0,559.0,6087.0,1,5332983971.0,5332983971
42,130.0,34.0,12.0,7.0,7.0,153.0,5.0,406.0,531.0,20.0,,,,,,,,,0,4945602723.0,4945602723
43,131.0,75.0,8.0,19.0,31.0,164.0,6.0,408.0,583.0,25.0,,,,,,,,,1,4940863653.0,4940863653
44,129.0,108.0,4.0,9.0,17.0,83.0,2.0,341.0,523.0,22.0,,,,,,,,,0,5148620967.0,5148620967
45,130.0,108.0,9.0,6.0,31.0,94.0,3.0,472.0,721.0,24.0,,,,,,,,,1,5077100720.0,5077100720
46,3.0,69.0,6.0,6.0,16.0,31.0,5.0,324.0,491.0,20.0,,,,,,,,,1,5023238334.0,5023238334
47,129.0,2.0,6.0,5.0,8.0,156.0,3.0,446.0,507.0,19.0,,,,,,,,,1,4951752894.0,4951752894
48,132.0,105.0,4.0,11.0,16.0,121.0,3.0,397.0,468.0,21.0,,,,,,,,,0,5217247427.0,5217247427
49,129.0,83.0,1.0,10.0,14.0,175.0,3.0,304.0,571.0,25.0,22696.0,265.0,2163.0,791.0,12735.0,10999.0,54.0,1228.0,0,5395155148.0,5395155148
50,131.0,23.0,2.0,7.0,13.0,245.0,4.0,394.0,469.0,21.0,,,,,,,,,0,4989597902.0,4989597902
51,129.0,53.0,9.0,8.0,23.0,396.0,9.0,684.0,604.0,24.0,,,,,,,,,1,5071202512.0,5071202512
52,4.0,107.0,2.0,7.0,17.0,72.0,6.0,642.0,1320.0,25.0,,,,,,,,,0,4894345430.0,4894345430
53,0.0,53.0,10.0,3.0,12.0,115.0,8.0,500.0,495.0,17.0,,,,,,,,,1,5016455389.0,5016455389
54,2.0,78.0,12.0,8.0,21.0,226.0,6.0,456.0,617.0,25.0,18877.0,3383.0,8436.0,3829.0,18475.0,12785.0,1636.0,2247.0,1,5462638817.0,5462638817
55,132.0,33.0,4.0,11.0,23.0,78.0,10.0,396.0,582.0,25.0,,,,,,,,,0,5109418215.0,5109418215
56,2.0,53.0,7.0,5.0,19.0,284.0,10.0,583.0,722.0,26.0,27818.0,8919.0,0.0,2969.0,22420.0,16720.0,4729.0,0.0,1,5408211177.0,5408211177
57,4.0,108.0,8.0,5.0,18.0,114.0,5.0,493.0,649.0,22.0,,,,,,,,,1,5150841065.0,5150841065
58,4.0,108.0,3.0,11.0,21.0,175.0,1.0,399.0,549.0,25.0,,,,,,,,,1,5068435691.0,5068435691
59,2.0,7.0,3.0,9.0,17.0,105.0,8.0,335.0,531.0,20.0,,,,,,,,,1,5030848751.0,5030848751
60,132.0,2.0,11.0,3.0,14.0,181.0,28.0,495.0,652.0,23.0,27798.0,4348.0,0.0,2599.0,17085.0,18156.0,1957.0,0.0,1,5415264496.0,5415264496
61,4.0,36.0,3.0,8.0,18.0,39.0,2.0,302.0,349.0,15.0,,,,,,,,,1,5232023797.0,5232023797
62,0.0,47.0,2.0,13.0,21.0,296.0,21.0,407.0,566.0,29.0,,,,,,,,,0,5153284342.0,5153284342
63,4.0,53.0,10.0,8.0,13.0,259.0,4.0,472.0,522.0,23.0,,,,,,,,,0,5160329465.0,5160329465
64,128.0,25.0,8.0,14.0,2.0,167.0,4.0,403.0,546.0,22.0,,,,,,,,,0,4899885311.0,4899885311
65,2.0,57.0,3.0,0.0,22.0,19.0,3.0,349.0,597.0,19.0,,,,,,,,,1,5076814080.0,5076814080
66,0.0,6.0,7.0,10.0,4.0,161.0,15.0,388.0,584.0,22.0,21837.0,146.0,0.0,827.0,13000.0,13667.0,50.0,0.0,0,5402437890.0,5402437890
67,1.0,71.0,2.0,8.0,23.0,60.0,3.0,236.0,534.0,23.0,18739.0,45.0,1405.0,653.0,9395.0,9965.0,34.0,517.0,0,5355852036.0,5355852036
68,131.0,47.0,16.0,7.0,20.0,251.0,18.0,587.0,784.0,25.0,,,,,,,,,1,5017964813.0,5017964813
69,0.0,108.0,3.0,5.0,24.0,118.0,6.0,392.0,491.0,19.0,15478.0,3311.0,0.0,2876.0,10865.0,11769.0,1628.0,0.0,1,5437417754.0,5437417754
70,4.0,37.0,4.0,1.0,11.0,37.0,2.0,343.0,365.0,16.0,,,,,,,,,1,5193515302.0,5193515302
71,1.0,104.0,7.0,9.0,8.0,189.0,11.0,356.0,464.0,21.0,25309.0,403.0,634.0,299.0,12925.0,15172.0,174.0,365.0,0,5375011118.0,5375011118
72,129.0,6.0,2.0,3.0,8.0,138.0,13.0,350.0,514.0,18.0,14433.0,1015.0,0.0,1192.0,8555.0,8211.0,527.0,0.0,0,5403013426.0,5403013426
73,1.0,71.0,1.0,8.0,11.0,37.0,4.0,222.0,373.0,18.0,7104.0,492.0,0.0,2513.0,8880.0,4562.0,266.0,0.0,1,5378851122.0,5378851122
74,4.0,99.0,4.0,7.0,15.0,121.0,2.0,388.0,659.0,22.0,21657.0,1798.0,3947.0,1291.0,11905.0,13785.0,777.0,937.0,1,5447338295.0,5447338295
75,132.0,95.0,7.0,8.0,6.0,145.0,14.0,338.0,446.0,18.0,12228.0,0.0,0.0,68.0,11020.0,11207.0,0.0,0.0,0,5456075065.0,5456075065
76,129.0,36.0,6.0,8.0,23.0,72.0,4.0,350.0,701.0,27.0,18953.0,1074.0,6878.0,4142.0,11280.0,8261.0,666.0,2755.0,1,5378961721.0,5378961721
77,0.0,50.0,5.0,8.0,20.0,82.0,1.0,311.0,474.0,22.0,,,,,,,,,0,4985581882.0,4985581882
78,130.0,104.0,3.0,11.0,8.0,148.0,7.0,281.0,405.0,17.0,25497.0,0.0,1053.0,1301.0,8150.0,13492.0,0.0,711.0,0,5430407484.0,5430407484
79,130.0,36.0,3.0,9.0,23.0,53.0,1.0,321.0,534.0,23.0,,,,,,,,,1,5314347324.0,5314347324
82,2.0,50.0,3.0,13.0,9.0,95.0,3.0,269.0,347.0,17.0,13453.0,1373.0,4453.0,1505.0,8690.0,10566.0,674.0,2145.0,0,5447121219.0,5447121219
83,3.0,61.0,8.0,9.0,3.0,349.0,10.0,560.0,753.0,25.0,,,,,,,,,0,4898179399.0,4898179399
84,3.0,108.0,6.0,10.0,21.0,118.0,12.0,294.0,459.0,23.0,,,,,,,,,0,5030445384.0,5030445384
85,128.0,26.0,6.0,10.0,15.0,150.0,11.0,441.0,654.0,25.0,,,,,,,,,1,5016088905.0,5016088905
86,130.0,5.0,4.0,5.0,15.0,112.0,6.0,362.0,659.0,24.0,16202.0,1034.0,0.0,5910.0,9885.0,10927.0,618.0,0.0,1,5464234315.0,5464234315
87,0.0,30.0,8.0,9.0,19.0,55.0,3.0,308.0,469.0,22.0,,,,,,,,,0,5011896651.0,5011896651
89,128.0,108.0,9.0,7.0,15.0,224.0,7.0,493.0,620.0,24.0,,,,,,,,,1,4953758036.0,4953758036
90,0.0,26.0,6.0,14.0,29.0,129.0,0.0,326.0,546.0,29.0,22268.0,0.0,400.0,3962.0,16765.0,10541.0,0.0,353.0,0,5440618840.0,5440618840
91,2.0,6.0,2.0,12.0,6.0,203.0,11.0,354.0,535.0,21.0,,,,,,,,,0,5009752416.0,5009752416
92,132.0,50.0,5.0,10.0,15.0,55.0,7.0,339.0,414.0,18.0,12653.0,400.0,7264.0,1876.0,10060.0,8842.0,179.0,4033.0,1,5378707830.0,5378707830
93,4.0,13.0,5.0,6.0,15.0,182.0,5.0,461.0,596.0,22.0,18757.0,4562.0,0.0,3440.0,15935.0,12055.0,2405.0,0.0,1,5445521783.0,5445521783
94,4.0,84.0,4.0,14.0,4.0,11.0,4.0,218.0,240.0,13.0,,,,,,,,,0,5196183926.0,5196183926
95,1.0,26.0,6.0,13.0,13.0,22.0,2.0,273.0,325.0,17.0,,,,,,,,,0,5294698875.0,5294698875
96,3.0,30.0,7.0,14.0,10.0,79.0,13.0,264.0,398.0,20.0,27598.0,36.0,381.0,239.0,9970.0,16003.0,10.0,202.0,0,5437698431.0,5437698431
97,132.0,70.0,15.0,2.0,5.0,231.0,15.0,517.0,628.0,28.0,33675.0,4842.0,1134.0,4889.0,19850.0,15704.0,2383.0,542.0,1,5450365313.0,5450365313
98,4.0,16.0,4.0,15.0,20.0,230.0,14.0,377.0,484.0,25.0,,,,,,,,,0,5014976898.0,5014976898
99,2.0,83.0,2.0,10.0,36.0,182.0,5.0,450.0,559.0,26.0,23971.0,385.0,5593.0,3247.0,20785.0,11680.0,163.0,1797.0,1,5328673164.0,5328673164
100,129.0,113.0,9.0,5.0,16.0,375.0,8.0,741.0,714.0,25.0,,,,,,,,,1,4894046604.0,4894046604
102,3.0,119.0,8.0,8.0,25.0,47.0,2.0,393.0,432.0,17.0,,,,,,,,,1,4941042079.0,4941042079
103,3.0,102.0,2.0,5.0,9.0,63.0,4.0,206.0,363.0,14.0,9028.0,0.0,636.0,358.0,6130.0,5858.0,0.0,350.0,0,5381194146.0,5381194146
104,4.0,84.0,0.0,6.0,8.0,29.0,8.0,248.0,355.0,19.0,,,,,,,,,0,5158820269.0,5158820269
105,2.0,59.0,8.0,7.0,11.0,291.0,10.0,465.0,543.0,27.0,28373.0,4170.0,0.0,5192.0,21030.0,14177.0,2120.0,0.0,1,5459601840.0,5459601840
106,131.0,26.0,3.0,2.0,17.0,17.0,2.0,310.0,374.0,16.0,,,,,,,,,1,5030871476.0,5030871476
107,4.0,30.0,4.0,7.0,14.0,68.0,4.0,374.0,529.0,25.0,,,,,,,,,1,5209053621.0,5209053621
108,128.0,53.0,4.0,4.0,16.0,168.0,1.0,378.0,469.0,20.0,,,,,,,,,0,5225372102.0,5225372102
109,3.0,37.0,1.0,8.0,12.0,15.0,3.0,166.0,289.0,13.0,9131.0,401.0,4713.0,1729.0,3575.0,5406.0,197.0,4573.0,0,5387133383.0,5387133383
110,131.0,50.0,5.0,12.0,11.0,23.0,2.0,202.0,362.0,15.0,,,,,,,,,0,5314396618.0,5314396618
111,129.0,7.0,2.0,10.0,6.0,37.0,2.0,206.0,232.0,11.0,9966.0,0.0,40.0,1594.0,4220.0,5171.0,0.0,30.0,0,5404516812.0,5404516812
112,132.0,1.0,8.0,6.0,6.0,393.0,19.0,560.0,664.0,24.0,,,,,,,,,0,5018112466.0,5018112466
113,4.0,93.0,7.0,12.0,22.0,326.0,15.0,528.0,633.0,25.0,,,,,,,,,0,5050030554.0,5050030554
115,2.0,36.0,3.0,2.0,17.0,36.0,1.0,339.0,372.0,14.0,,,,,,,,,1,5230232036.0,5230232036
116,128.0,36.0,13.0,8.0,23.0,193.0,6.0,413.0,557.0,29.0,36781.0,212.0,22551.0,4770.0,25220.0,13225.0,88.0,6152.0,0,5360695785.0,5360695785
117,129.0,36.0,2.0,7.0,6.0,69.0,3.0,209.0,257.0,13.0,7282.0,0.0,3025.0,328.0,6335.0,3932.0,0.0,1940.0,0,5408432625.0,5408432625
118,4.0,77.0,10.0,4.0,16.0,210.0,13.0,560.0,631.0,22.0,17614.0,7276.0,0.0,4163.0,15240.0,11411.0,3123.0,0.0,1,5452157427.0,5452157427
119,0.0,73.0,9.0,4.0,17.0,409.0,7.0,882.0,722.0,28.0,31546.0,15326.0,0.0,8157.0,36395.0,12267.0,8293.0,0.0,1,5450643955.0,5450643955
120,2.0,25.0,10.0,9.0,12.0,94.0,7.0,816.0,1376.0,29.0,33564.0,101.0,0.0,3632.0,20450.0,16010.0,93.0,0.0,0,5438990836.0,5438990836
121,3.0,36.0,2.0,9.0,6.0,42.0,5.0,208.0,251.0,14.0,,,,,,,,,0,5251215861.0,5251215861
122,130.0,26.0,11.0,7.0,10.0,72.0,15.0,285.0,517.0,23.0,21053.0,157.0,0.0,626.0,12835.0,12406.0,81.0,0.0,0,5464472059.0,5464472059
123,130.0,104.0,9.0,9.0,11.0,235.0,15.0,492.0,768.0,25.0,,,,,,,,,0,5015091708.0,5015091708
124,132.0,26.0,4.0,11.0,8.0,29.0,3.0,216.0,289.0,16.0,,,,,,,,,0,5016599039.0,5016599039
125,0.0,108.0,5.0,10.0,20.0,106.0,12.0,361.0,504.0,23.0,,,,,,,,,0,5200847360.0,5200847360
127,3.0,50.0,4.0,10.0,8.0,44.0,7.0,246.0,416.0,19.0,,,,,,,,,0,5091256862.0,5091256862
128,128.0,57.0,0.0,12.0,4.0,35.0,8.0,173.0,189.0,10.0,2049.0,0.0,4639.0,2052.0,2970.0,1190.0,0.0,2254.0,0,5402362402.0,5402362402
130,130.0,81.0,12.0,4.0,10.0,281.0,33.0,578.0,708.0,25.0,,,,,,,,,0,5045631526.0,5045631526
131,130.0,53.0,0.0,4.0,1.0,172.0,13.0,311.0,301.0,14.0,10736.0,2002.0,0.0,1236.0,9245.0,7052.0,944.0,0.0,0,5451256362.0,5451256362
132,4.0,2.0,3.0,9.0,12.0,200.0,13.0,419.0,628.0,25.0,17231.0,2055.0,0.0,2920.0,16185.0,10784.0,1032.0,0.0,1,5404230187.0,5404230187
133,1.0,83.0,2.0,6.0,17.0,95.0,4.0,301.0,528.0,25.0,,,,,,,,,1,5203667498.0,5203667498
134,4.0,53.0,9.0,3.0,22.0,62.0,2.0,491.0,435.0,14.0,,,,,,,,,1,5166918191.0,5166918191
135,132.0,37.0,5.0,12.0,15.0,63.0,5.0,332.0,509.0,24.0,,,,,,,,,1,5193472565.0,5193472565
136,131.0,30.0,6.0,8.0,21.0,28.0,5.0,315.0,365.0,16.0,,,,,,,,,1,5168482869.0,5168482869
137,130.0,37.0,2.0,13.0,8.0,49.0,8.0,191.0,286.0,15.0,8642.0,982.0,2640.0,296.0,7775.0,4319.0,515.0,2149.0,0,5423622716.0,5423622716
139,2.0,36.0,5.0,9.0,25.0,90.0,2.0,375.0,594.0,24.0,,,,,,,,,1,5194650183.0,5194650183
140,1.0,54.0,0.0,1.0,1.0,2.0,0.0,132.0,133.0,2.0,,,,,,,,,1,4955628114.0,4955628114
141,2.0,26.0,3.0,8.0,17.0,49.0,4.0,323.0,419.0,19.0,6711.0,826.0,0.0,2271.0,9975.0,4973.0,513.0,0.0,1,5362240102.0,5362240102
142,130.0,65.0,3.0,15.0,9.0,51.0,0.0,248.0,460.0,21.0,10678.0,130.0,0.0,1743.0,7670.0,6528.0,56.0,0.0,0,5449433704.0,5449433704
143,3.0,70.0,14.0,9.0,8.0,197.0,4.0,544.0,689.0,25.0,,,,,,,,,1,5109508715.0,5109508715
144,132.0,36.0,7.0,12.0,16.0,88.0,2.0,365.0,534.0,24.0,,,,,,,,,1,5292933741.0,5292933741
145,131.0,1.0,3.0,4.0,16.0,280.0,13.0,581.0,616.0,22.0,,,,,,,,,1,5015013998.0,5015013998
146,128.0,1.0,9.0,5.0,11.0,365.0,29.0,620.0,683.0,25.0,,,,,,,,,1,4983710317.0,4983710317
147,128.0,6.0,10.0,3.0,6.0,186.0,19.0,533.0,611.0,20.0,25457.0,11495.0,0.0,3376.0,14270.0,17852.0,5334.0,0.0,1,5388411513.0,5388411513
148,130.0,26.0,3.0,10.0,9.0,64.0,9.0,303.0,411.0,20.0,,,,,,,,,0,4904493689.0,4904493689
149,1.0,37.0,11.0,5.0,25.0,130.0,4.0,451.0,724.0,25.0,,,,,,,,,1,4953899643.0,4953899643
150,129.0,101.0,4.0,4.0,12.0,103.0,19.0,349.0,671.0,24.0,,,,,,,,,0,5040552580.0,5040552580
151,4.0,71.0,5.0,1.0,21.0,72.0,11.0,359.0,568.0,21.0,,,,,,,,,1,5222382215.0,5222382215
152,132.0,91.0,2.0,7.0,16.0,27.0,7.0,210.0,333.0,18.0,,,,,,,,,0,5288954505.0,5288954505
153,2.0,36.0,2.0,10.0,8.0,73.0,5.0,275.0,356.0,17.0,,,,,,,,,0,4991742604.0,4991742604
154,132.0,47.0,6.0,12.0,17.0,102.0,4.0,322.0,534.0,25.0,,,,,,,,,0,5211333262.0,5211333262
156,128.0,41.0,5.0,8.0,13.0,234.0,4.0,423.0,502.0,21.0,11534.0,1522.0,0.0,2106.0,14250.0,7749.0,572.0,0.0,1,5443486356.0,5443486356
157,130.0,37.0,3.0,4.0,21.0,39.0,8.0,288.0,354.0,15.0,18464.0,1511.0,4733.0,1872.0,7880.0,11598.0,725.0,3043.0,1,5461605019.0,5461605019
159,4.0,48.0,14.0,4.0,20.0,346.0,5.0,623.0,678.0,27.0,53699.0,11068.0,0.0,7983.0,20815.0,25492.0,5013.0,0.0,1,5463253674.0,5463253674
160,132.0,63.0,10.0,12.0,20.0,495.0,18.0,556.0,636.0,30.0,49406.0,817.0,0.0,5828.0,23130.0,20233.0,365.0,0.0,0,5393164970.0,5393164970
